Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
636141;63259;2108;130;200;179;27;Хамовники;LINESTRING (37.588817 55.738822999999996, 37.588746 55.738889);POINT (37.5888 55.7389);myData.biz;55.738823;37.588817;55.738889;37.588746
636142;61309;2043;126;194;173;26;Хамовники;LINESTRING (37.588746 55.738889, 37.588666 55.738927);POINT (37.5887 55.7389);myData.biz;55.738889;37.588746;55.738927;37.588666
636143;61309;2043;126;194;173;26;Хамовники;LINESTRING (37.588666 55.738927, 37.588551 55.738894);POINT (37.5886 55.7389);myData.biz;55.738927;37.588666;55.738894;37.588551
636145;212777;7092;440;673;602;92;Хамовники;LINESTRING (37.59169 55.736818, 37.591762 55.736792);POINT (37.5917 55.7368);myData.biz;55.736818;37.59169;55.736792;37.591762
636146;212777;7092;440;673;602;92;Хамовники;LINESTRING (37.591762 55.736792, 37.591752 55.736757);POINT (37.5918 55.7368);myData.biz;55.736792;37.591762;55.736757;37.591752
636147;209226;6974;433;662;592;90;Хамовники;LINESTRING (37.591752 55.736757, 37.593618 55.736026);POINT (37.5927 55.7364);myData.biz;55.736757;37.591752;55.736026;37.593618
636148;23228;774;48;73;65;10;Хамовники;LINESTRING (37.593618 55.736026, 37.593955 55.735896);POINT (37.5938 55.736);myData.biz;55.736026;37.593618;55.735896;37.593955
636149;55076;1835;114;174;155;23;Хамовники;LINESTRING (37.593955 55.735896, 37.594057 55.735856);POINT (37.594 55.7359);myData.biz;55.735896;37.593955;55.735856;37.594057
636150;216029;7200;447;684;612;93;Хамовники;LINESTRING (37.589761 55.737539, 37.589106 55.737037);POINT (37.5894 55.7373);myData.biz;55.737539;37.589761;55.737037;37.589106
636151;2763;92;5;8;7;1;Хамовники;LINESTRING (37.589106 55.737037, 37.588619 55.73724);POINT (37.5889 55.7371);myData.biz;55.737037;37.589106;55.73724;37.588619
636152;2763;92;5;8;7;1;Хамовники;LINESTRING (37.588619 55.73724, 37.58752 55.737691);POINT (37.5881 55.7375);myData.biz;55.73724;37.588619;55.737691;37.58752
636153;2763;92;5;8;7;1;Хамовники;LINESTRING (37.58752 55.737691, 37.587463 55.737654);POINT (37.5875 55.7377);myData.biz;55.737691;37.58752;55.737654;37.587463
636154;59482;1982;123;188;168;25;Хамовники;LINESTRING (37.586429 55.738092, 37.586023 55.73784);POINT (37.5862 55.738);myData.biz;55.738092;37.586429;55.73784;37.586023
636155;3713;123;7;11;10;1;Хамовники;LINESTRING (37.598099 55.738909, 37.597431 55.739185);POINT (37.5978 55.739);myData.biz;55.738909;37.598099;55.739185;37.597431
636156;177905;5930;368;563;504;77;Хамовники;LINESTRING (37.597431 55.739185, 37.597343 55.739214);POINT (37.5974 55.7392);myData.biz;55.739185;37.597431;55.739214;37.597343
636157;87622;2920;181;277;248;37;Хамовники;LINESTRING (37.59631 55.740777, 37.596298 55.740762);POINT (37.5963 55.7408);myData.biz;55.740777;37.59631;55.740762;37.596298
636158;87622;2920;181;277;248;37;Хамовники;LINESTRING (37.596298 55.740762, 37.596149 55.740633);POINT (37.5962 55.7407);myData.biz;55.740762;37.596298;55.740633;37.596149
636159;87622;2920;181;277;248;37;Хамовники;LINESTRING (37.596149 55.740633, 37.596116 55.740605);POINT (37.5961 55.7406);myData.biz;55.740633;37.596149;55.740605;37.596116
636161;2014;67;4;6;5;0;Хамовники;LINESTRING (37.588897 55.738834, 37.588868 55.73885);POINT (37.5889 55.7388);myData.biz;55.738834;37.588897;55.73885;37.588868
636162;83299;2776;172;263;235;36;Хамовники;LINESTRING (37.588868 55.73885, 37.588817 55.738822999999996);POINT (37.5888 55.7388);myData.biz;55.73885;37.588868;55.738823;37.588817
636163;995;33;2;3;2;0;Хамовники;LINESTRING (37.590113 55.744391, 37.590427 55.744366);POINT (37.5903 55.7444);myData.biz;55.744391;37.590113;55.744366;37.590427
636164;1638;54;3;5;4;0;Хамовники;LINESTRING (37.590113 55.744391, 37.588625 55.744523);POINT (37.5894 55.7445);myData.biz;55.744391;37.590113;55.744523;37.588625
636165;187840;6261;389;594;532;81;Хамовники;LINESTRING (37.588541 55.746883, 37.588493 55.746936);POINT (37.5885 55.7469);myData.biz;55.746883;37.588541;55.746936;37.588493
636176;23250;775;48;73;65;10;Хамовники;LINESTRING (37.590706 55.744899, 37.590735 55.744951);POINT (37.5907 55.7449);myData.biz;55.744899;37.590706;55.744951;37.590735
636177;23250;775;48;73;65;10;Хамовники;LINESTRING (37.590735 55.744951, 37.590757 55.745006);POINT (37.5907 55.745);myData.biz;55.744951;37.590735;55.745006;37.590757
636178;66244;2208;137;209;187;28;Хамовники;LINESTRING (37.590757 55.745006, 37.590819 55.745005);POINT (37.5908 55.745);myData.biz;55.745006;37.590757;55.745005;37.590819
636179;60371;2012;125;191;171;26;Хамовники;LINESTRING (37.590819 55.745005, 37.590834 55.745014);POINT (37.5908 55.745);myData.biz;55.745005;37.590819;55.745014;37.590834
636180;41525;1384;86;131;117;17;Хамовники;LINESTRING (37.590834 55.745014, 37.59089 55.745185);POINT (37.5909 55.7451);myData.biz;55.745014;37.590834;55.745185;37.59089
636181;42936;1431;88;135;121;18;Хамовники;LINESTRING (37.59089 55.745185, 37.590919 55.745578);POINT (37.5909 55.7454);myData.biz;55.745185;37.59089;55.745578;37.590919
636182;51376;1712;106;162;145;22;Хамовники;LINESTRING (37.590919 55.745578, 37.59092 55.745644);POINT (37.5909 55.7456);myData.biz;55.745578;37.590919;55.745644;37.59092
636183;47920;1597;99;151;135;20;Хамовники;LINESTRING (37.59092 55.745644, 37.5909 55.745974);POINT (37.5909 55.7458);myData.biz;55.745644;37.59092;55.745974;37.5909
636184;47920;1597;99;151;135;20;Хамовники;LINESTRING (37.5909 55.745974, 37.590817 55.746159);POINT (37.5909 55.7461);myData.biz;55.745974;37.5909;55.746159;37.590817
636185;86300;2876;178;273;244;37;Хамовники;LINESTRING (37.590817 55.746159, 37.590706 55.746385);POINT (37.5908 55.7463);myData.biz;55.746159;37.590817;55.746385;37.590706
636186;116527;3884;241;368;330;50;Хамовники;LINESTRING (37.590706 55.746385, 37.590421 55.747013);POINT (37.5906 55.7467);myData.biz;55.746385;37.590706;55.747013;37.590421
636187;240175;8005;497;760;680;104;Хамовники;LINESTRING (37.590421 55.747013, 37.590515 55.747013);POINT (37.5905 55.747);myData.biz;55.747013;37.590421;55.747013;37.590515
636188;21232;707;43;67;60;9;Хамовники;LINESTRING (37.590515 55.747013, 37.590479 55.747089);POINT (37.5905 55.7471);myData.biz;55.747013;37.590515;55.747089;37.590479
636189;6295;209;12;19;17;2;Хамовники;LINESTRING (37.590479 55.747089, 37.590682 55.747114);POINT (37.5906 55.7471);myData.biz;55.747089;37.590479;55.747114;37.590682
636190;6079;202;12;19;17;2;Хамовники;LINESTRING (37.590682 55.747114, 37.591376 55.747193);POINT (37.591 55.7472);myData.biz;55.747114;37.590682;55.747193;37.591376
636192;1593;53;3;5;4;0;Хамовники;LINESTRING (37.589453 55.744449, 37.588625 55.744523);POINT (37.589 55.7445);myData.biz;55.744449;37.589453;55.744523;37.588625
636193;622;20;1;1;1;0;Хамовники;LINESTRING (37.589453 55.744449, 37.590427 55.744366);POINT (37.5899 55.7444);myData.biz;55.744449;37.589453;55.744366;37.590427
636195;540;18;1;1;1;0;Хамовники;LINESTRING (37.58863 55.744703, 37.588704 55.745062);POINT (37.5887 55.7449);myData.biz;55.744703;37.58863;55.745062;37.588704
636196;1660;55;3;5;4;0;Хамовники;LINESTRING (37.58863 55.744703, 37.588608 55.744535);POINT (37.5886 55.7446);myData.biz;55.744703;37.58863;55.744535;37.588608
636197;725;24;1;2;2;0;Хамовники;LINESTRING (37.588704 55.745062, 37.590706 55.744899);POINT (37.5897 55.745);myData.biz;55.745062;37.588704;55.744899;37.590706
636199;24359;811;50;77;68;10;Хамовники;LINESTRING (37.575544 55.742969, 37.575547 55.742915);POINT (37.5755 55.7429);myData.biz;55.742969;37.575544;55.742915;37.575547
636200;24359;811;50;77;68;10;Хамовники;LINESTRING (37.575547 55.742915, 37.575603 55.742811);POINT (37.5756 55.7429);myData.biz;55.742915;37.575547;55.742811;37.575603
636201;24359;811;50;77;68;10;Хамовники;LINESTRING (37.575603 55.742811, 37.57563 55.742634);POINT (37.5756 55.7427);myData.biz;55.742811;37.575603;55.742634;37.57563
636202;24359;811;50;77;68;10;Хамовники;LINESTRING (37.57563 55.742634, 37.575532 55.742378);POINT (37.5756 55.7425);myData.biz;55.742634;37.57563;55.742378;37.575532
636203;101074;3369;209;320;286;43;Хамовники;LINESTRING (37.575532 55.742378, 37.575523 55.742354);POINT (37.5755 55.7424);myData.biz;55.742378;37.575532;55.742354;37.575523
636204;101074;3369;209;320;286;43;Хамовники;LINESTRING (37.575523 55.742354, 37.575513 55.742341);POINT (37.5755 55.7423);myData.biz;55.742354;37.575523;55.742341;37.575513
636205;82376;2745;170;260;233;35;Хамовники;LINESTRING (37.575513 55.742341, 37.575576 55.742319);POINT (37.5755 55.7423);myData.biz;55.742341;37.575513;55.742319;37.575576
636206;82376;2745;170;260;233;35;Хамовники;LINESTRING (37.575576 55.742319, 37.575642 55.742297);POINT (37.5756 55.7423);myData.biz;55.742319;37.575576;55.742297;37.575642
636207;68172;2272;141;215;193;29;Хамовники;LINESTRING (37.575642 55.742297, 37.575588 55.741882);POINT (37.5756 55.7421);myData.biz;55.742297;37.575642;55.741882;37.575588
636208;85006;2833;176;269;240;36;Хамовники;LINESTRING (37.575588 55.741882, 37.575629 55.741876);POINT (37.5756 55.7419);myData.biz;55.741882;37.575588;55.741876;37.575629
636209;88574;2952;183;280;250;38;Хамовники;LINESTRING (37.575629 55.741876, 37.575795 55.741851);POINT (37.5757 55.7419);myData.biz;55.741876;37.575629;55.741851;37.575795
636210;24127;804;49;76;68;10;Хамовники;LINESTRING (37.575795 55.741851, 37.575863 55.74139);POINT (37.5758 55.7416);myData.biz;55.741851;37.575795;55.74139;37.575863
636211;24127;804;49;76;68;10;Хамовники;LINESTRING (37.575863 55.74139, 37.575943 55.741377);POINT (37.5759 55.7414);myData.biz;55.74139;37.575863;55.741377;37.575943
636212;10144;338;21;32;28;4;Хамовники;LINESTRING (37.575943 55.741377, 37.575705 55.740904);POINT (37.5758 55.7411);myData.biz;55.741377;37.575943;55.740904;37.575705
636213;17740;591;36;56;50;7;Хамовники;LINESTRING (37.575705 55.740904, 37.575526 55.74093);POINT (37.5756 55.7409);myData.biz;55.740904;37.575705;55.74093;37.575526
636214;25171;839;52;79;71;10;Хамовники;LINESTRING (37.575526 55.74093, 37.575498 55.740994);POINT (37.5755 55.741);myData.biz;55.74093;37.575526;55.740994;37.575498
636215;2173;72;4;6;6;0;Хамовники;LINESTRING (37.575498 55.740994, 37.575103 55.741056);POINT (37.5753 55.741);myData.biz;55.740994;37.575498;55.741056;37.575103
636216;2173;72;4;6;6;0;Хамовники;LINESTRING (37.575103 55.741056, 37.574966 55.740754);POINT (37.575 55.7409);myData.biz;55.741056;37.575103;55.740754;37.574966
636218;70761;2358;146;224;200;30;Хамовники;LINESTRING (37.577998 55.743477, 37.57808 55.74344);POINT (37.578 55.7435);myData.biz;55.743477;37.577998;55.74344;37.57808
636219;110451;3681;228;349;312;47;Хамовники;LINESTRING (37.57808 55.74344, 37.578593 55.74424);POINT (37.5783 55.7438);myData.biz;55.74344;37.57808;55.74424;37.578593
636220;142982;4766;296;452;405;61;Хамовники;LINESTRING (37.578593 55.74424, 37.578734 55.74444);POINT (37.5787 55.7443);myData.biz;55.74424;37.578593;55.74444;37.578734
636221;185357;6178;383;586;525;80;Хамовники;LINESTRING (37.578734 55.74444, 37.579049 55.744755);POINT (37.5789 55.7446);myData.biz;55.74444;37.578734;55.744755;37.579049
636222;200402;6680;415;634;567;86;Хамовники;LINESTRING (37.579049 55.744755, 37.579723 55.745142);POINT (37.5794 55.7449);myData.biz;55.744755;37.579049;55.745142;37.579723
636223;197609;6586;409;625;559;85;Хамовники;LINESTRING (37.579723 55.745142, 37.579807 55.745246);POINT (37.5798 55.7452);myData.biz;55.745142;37.579723;55.745246;37.579807
636224;197609;6586;409;625;559;85;Хамовники;LINESTRING (37.579807 55.745246, 37.579784 55.745414);POINT (37.5798 55.7453);myData.biz;55.745246;37.579807;55.745414;37.579784
636225;193958;6465;401;614;549;84;Хамовники;LINESTRING (37.579784 55.745414, 37.579801 55.745415);POINT (37.5798 55.7454);myData.biz;55.745414;37.579784;55.745415;37.579801
636226;202800;6760;420;642;574;87;Хамовники;LINESTRING (37.579801 55.745415, 37.579787 55.745527);POINT (37.5798 55.7455);myData.biz;55.745415;37.579801;55.745527;37.579787
636227;202800;6760;420;642;574;87;Хамовники;LINESTRING (37.579787 55.745527, 37.579832 55.745627);POINT (37.5798 55.7456);myData.biz;55.745527;37.579787;55.745627;37.579832
636228;205397;6846;425;650;581;88;Хамовники;LINESTRING (37.579832 55.745627, 37.579884 55.745741);POINT (37.5799 55.7457);myData.biz;55.745627;37.579832;55.745741;37.579884
636229;205397;6846;425;650;581;88;Хамовники;LINESTRING (37.579884 55.745741, 37.579906 55.745807);POINT (37.5799 55.7458);myData.biz;55.745741;37.579884;55.745807;37.579906
636243;730;24;1;2;2;0;Хамовники;LINESTRING (37.573726 55.740599, 37.573849 55.740567);POINT (37.5738 55.7406);myData.biz;55.740599;37.573726;55.740567;37.573849
636244;7583;252;15;23;21;3;Хамовники;LINESTRING (37.573849 55.740567, 37.573882 55.740513);POINT (37.5739 55.7405);myData.biz;55.740567;37.573849;55.740513;37.573882
636245;88192;2939;182;279;249;38;Хамовники;LINESTRING (37.573882 55.740513, 37.573929 55.740407);POINT (37.5739 55.7405);myData.biz;55.740513;37.573882;55.740407;37.573929
636246;53837;1794;111;170;152;23;Хамовники;LINESTRING (37.573929 55.740407, 37.575027 55.740418);POINT (37.5745 55.7404);myData.biz;55.740407;37.573929;55.740418;37.575027
636247;5682;189;11;17;16;2;Хамовники;LINESTRING (37.575027 55.740418, 37.574827 55.740446);POINT (37.5749 55.7404);myData.biz;55.740418;37.575027;55.740446;37.574827
636248;5682;189;11;17;16;2;Хамовники;LINESTRING (37.574827 55.740446, 37.574966 55.740754);POINT (37.5749 55.7406);myData.biz;55.740446;37.574827;55.740754;37.574966
636249;28054;935;58;88;79;12;Хамовники;LINESTRING (37.573929 55.740407, 37.574043 55.74026);POINT (37.574 55.7403);myData.biz;55.740407;37.573929;55.74026;37.574043
636250;28054;935;58;88;79;12;Хамовники;LINESTRING (37.574043 55.74026, 37.57424 55.740125);POINT (37.5741 55.7402);myData.biz;55.74026;37.574043;55.740125;37.57424
636251;28054;935;58;88;79;12;Хамовники;LINESTRING (37.57424 55.740125, 37.574512 55.740005);POINT (37.5744 55.7401);myData.biz;55.740125;37.57424;55.740005;37.574512
636252;28054;935;58;88;79;12;Хамовники;LINESTRING (37.574512 55.740005, 37.574782 55.739923);POINT (37.5746 55.74);myData.biz;55.740005;37.574512;55.739923;37.574782
636253;28054;935;58;88;79;12;Хамовники;LINESTRING (37.574782 55.739923, 37.574999 55.73989);POINT (37.5749 55.7399);myData.biz;55.739923;37.574782;55.73989;37.574999
636254;28054;935;58;88;79;12;Хамовники;LINESTRING (37.574999 55.73989, 37.575073 55.739988);POINT (37.575 55.7399);myData.biz;55.73989;37.574999;55.739988;37.575073
636255;37323;1244;77;118;105;16;Хамовники;LINESTRING (37.575073 55.739988, 37.57542 55.739919);POINT (37.5752 55.74);myData.biz;55.739988;37.575073;55.739919;37.57542
636256;37323;1244;77;118;105;16;Хамовники;LINESTRING (37.57542 55.739919, 37.575728 55.739874);POINT (37.5756 55.7399);myData.biz;55.739919;37.57542;55.739874;37.575728
636257;37323;1244;77;118;105;16;Хамовники;LINESTRING (37.575728 55.739874, 37.575919 55.739845);POINT (37.5758 55.7399);myData.biz;55.739874;37.575728;55.739845;37.575919
636258;37323;1244;77;118;105;16;Хамовники;LINESTRING (37.575919 55.739845, 37.575942 55.739842);POINT (37.5759 55.7398);myData.biz;55.739845;37.575919;55.739842;37.575942
636259;99087;3302;205;313;280;42;Хамовники;LINESTRING (37.575942 55.739842, 37.575771 55.739544);POINT (37.5759 55.7397);myData.biz;55.739842;37.575942;55.739544;37.575771
636260;73062;2435;151;231;206;31;Хамовники;LINESTRING (37.575733 55.739502, 37.575817 55.739496);POINT (37.5758 55.7395);myData.biz;55.739502;37.575733;55.739496;37.575817
636261;65114;2170;134;206;184;28;Хамовники;LINESTRING (37.575817 55.739496, 37.575778 55.739438);POINT (37.5758 55.7395);myData.biz;55.739496;37.575817;55.739438;37.575778
636262;141828;4727;293;449;401;61;Хамовники;LINESTRING (37.575778 55.739438, 37.575878 55.739443);POINT (37.5758 55.7394);myData.biz;55.739438;37.575778;55.739443;37.575878
636263;141828;4727;293;449;401;61;Хамовники;LINESTRING (37.575878 55.739443, 37.576209 55.739408);POINT (37.576 55.7394);myData.biz;55.739443;37.575878;55.739408;37.576209
636264;141828;4727;293;449;401;61;Хамовники;LINESTRING (37.576209 55.739408, 37.576244 55.739393);POINT (37.5762 55.7394);myData.biz;55.739408;37.576209;55.739393;37.576244
636265;153298;5109;317;485;434;66;Хамовники;LINESTRING (37.576244 55.739393, 37.576259 55.739368);POINT (37.5763 55.7394);myData.biz;55.739393;37.576244;55.739368;37.576259
636266;153298;5109;317;485;434;66;Хамовники;LINESTRING (37.576259 55.739368, 37.576139 55.739064);POINT (37.5762 55.7392);myData.biz;55.739368;37.576259;55.739064;37.576139
636267;45052;1501;93;142;127;19;Хамовники;LINESTRING (37.575858 55.738364, 37.575863 55.738323);POINT (37.5759 55.7383);myData.biz;55.738364;37.575858;55.738323;37.575863
636268;72441;2414;150;229;205;31;Хамовники;LINESTRING (37.575863 55.738323, 37.575837 55.738257);POINT (37.5759 55.7383);myData.biz;55.738323;37.575863;55.738257;37.575837
636269;42386;1412;87;134;120;18;Хамовники;LINESTRING (37.575837 55.738257, 37.575605 55.737673);POINT (37.5757 55.738);myData.biz;55.738257;37.575837;55.737673;37.575605
636270;113707;3790;235;360;322;49;Хамовники;LINESTRING (37.575605 55.737673, 37.57545 55.7374);POINT (37.5755 55.7375);myData.biz;55.737673;37.575605;55.7374;37.57545
636271;189337;6311;392;599;536;82;Хамовники;LINESTRING (37.57545 55.7374, 37.574929 55.736448);POINT (37.5752 55.7369);myData.biz;55.7374;37.57545;55.736448;37.574929
636272;117591;3919;243;372;333;50;Хамовники;LINESTRING (37.574929 55.736448, 37.574373 55.735433);POINT (37.5747 55.7359);myData.biz;55.736448;37.574929;55.735433;37.574373
636273;71133;2371;147;225;201;30;Хамовники;LINESTRING (37.574373 55.735433, 37.574317 55.735411);POINT (37.5743 55.7354);myData.biz;55.735433;37.574373;55.735411;37.574317
636274;19665;655;40;62;55;8;Хамовники;LINESTRING (37.574317 55.735411, 37.574236 55.735253);POINT (37.5743 55.7353);myData.biz;55.735411;37.574317;55.735253;37.574236
636275;19665;655;40;62;55;8;Хамовники;LINESTRING (37.574236 55.735253, 37.574167 55.735119);POINT (37.5742 55.7352);myData.biz;55.735253;37.574236;55.735119;37.574167
636278;101166;3372;209;320;286;43;Хамовники;LINESTRING (37.57808 55.74344, 37.577779 55.742858);POINT (37.5779 55.7431);myData.biz;55.74344;37.57808;55.742858;37.577779
636279;89381;2979;185;283;253;38;Хамовники;LINESTRING (37.577779 55.742858, 37.577686 55.74267);POINT (37.5777 55.7428);myData.biz;55.742858;37.577779;55.74267;37.577686
636280;117928;3930;244;373;334;51;Хамовники;LINESTRING (37.577686 55.74267, 37.577573 55.742435);POINT (37.5776 55.7426);myData.biz;55.74267;37.577686;55.742435;37.577573
636281;117928;3930;244;373;334;51;Хамовники;LINESTRING (37.577573 55.742435, 37.577541 55.742419);POINT (37.5776 55.7424);myData.biz;55.742435;37.577573;55.742419;37.577541
636282;107117;3570;221;339;303;46;Хамовники;LINESTRING (37.577541 55.742419, 37.577525 55.742388);POINT (37.5775 55.7424);myData.biz;55.742419;37.577541;55.742388;37.577525
636283;107525;3584;222;340;304;46;Хамовники;LINESTRING (37.577525 55.742388, 37.577508 55.742355);POINT (37.5775 55.7424);myData.biz;55.742388;37.577525;55.742355;37.577508
636284;93162;3105;192;294;263;40;Хамовники;LINESTRING (37.577508 55.742355, 37.57701 55.741563);POINT (37.5773 55.742);myData.biz;55.742355;37.577508;55.741563;37.57701
636285;217373;7245;450;688;615;94;Хамовники;LINESTRING (37.57701 55.741563, 37.576933 55.741436);POINT (37.577 55.7415);myData.biz;55.741563;37.57701;55.741436;37.576933
636286;41026;1367;84;129;116;17;Хамовники;LINESTRING (37.576933 55.741436, 37.576548 55.740765);POINT (37.5767 55.7411);myData.biz;55.741436;37.576933;55.740765;37.576548
636287;67798;2259;140;214;192;29;Хамовники;LINESTRING (37.576548 55.740765, 37.576494 55.740682);POINT (37.5765 55.7407);myData.biz;55.740765;37.576548;55.740682;37.576494
636288;46659;1555;96;147;132;20;Хамовники;LINESTRING (37.576494 55.740682, 37.576473 55.74065);POINT (37.5765 55.7407);myData.biz;55.740682;37.576494;55.74065;37.576473
636289;117127;3904;242;370;331;50;Хамовники;LINESTRING (37.576473 55.74065, 37.576147 55.740141);POINT (37.5763 55.7404);myData.biz;55.74065;37.576473;55.740141;37.576147
636290;91127;3037;188;288;258;39;Хамовники;LINESTRING (37.576147 55.740141, 37.575942 55.739842);POINT (37.576 55.74);myData.biz;55.740141;37.576147;55.739842;37.575942
636306;919;30;1;2;2;0;Хамовники;LINESTRING (37.576441 55.743154, 37.575544 55.742969);POINT (37.576 55.7431);myData.biz;55.743154;37.576441;55.742969;37.575544
636307;28435;947;58;89;80;12;Хамовники;LINESTRING (37.575943 55.741377, 37.576121 55.741352);POINT (37.576 55.7414);myData.biz;55.741377;37.575943;55.741352;37.576121
636308;21209;706;43;67;60;9;Хамовники;LINESTRING (37.576121 55.741352, 37.575887 55.740877);POINT (37.576 55.7411);myData.biz;55.741352;37.576121;55.740877;37.575887
636309;76837;2561;159;243;217;33;Хамовники;LINESTRING (37.575887 55.740877, 37.575836 55.74077);POINT (37.5759 55.7408);myData.biz;55.740877;37.575887;55.74077;37.575836
636310;76837;2561;159;243;217;33;Хамовники;LINESTRING (37.575836 55.74077, 37.576097 55.740735);POINT (37.576 55.7408);myData.biz;55.74077;37.575836;55.740735;37.576097
636311;76837;2561;159;243;217;33;Хамовники;LINESTRING (37.576097 55.740735, 37.576289 55.740708);POINT (37.5762 55.7407);myData.biz;55.740735;37.576097;55.740708;37.576289
636312;76837;2561;159;243;217;33;Хамовники;LINESTRING (37.576289 55.740708, 37.576322 55.740704);POINT (37.5763 55.7407);myData.biz;55.740708;37.576289;55.740704;37.576322
636313;98915;3297;204;313;280;42;Хамовники;LINESTRING (37.576322 55.740704, 37.576308 55.74067);POINT (37.5763 55.7407);myData.biz;55.740704;37.576322;55.74067;37.576308
636314;28447;948;58;90;80;12;Хамовники;LINESTRING (37.576308 55.74067, 37.575942 55.739842);POINT (37.5761 55.7403);myData.biz;55.74067;37.576308;55.739842;37.575942
636315;5294;176;10;16;14;2;Хамовники;LINESTRING (37.576441 55.743154, 37.577998 55.743477);POINT (37.5772 55.7433);myData.biz;55.743154;37.576441;55.743477;37.577998
636317;8838;294;18;27;24;3;Хамовники;LINESTRING (37.575052 55.742957, 37.575208 55.742704);POINT (37.5751 55.7428);myData.biz;55.742957;37.575052;55.742704;37.575208
636318;8838;294;18;27;24;3;Хамовники;LINESTRING (37.575208 55.742704, 37.575154 55.742487);POINT (37.5752 55.7426);myData.biz;55.742704;37.575208;55.742487;37.575154
636319;8253;275;17;26;23;3;Хамовники;LINESTRING (37.575154 55.742487, 37.575271 55.742453);POINT (37.5752 55.7425);myData.biz;55.742487;37.575154;55.742453;37.575271
636320;77895;2596;161;246;220;33;Хамовники;LINESTRING (37.575271 55.742453, 37.575468 55.742396);POINT (37.5754 55.7424);myData.biz;55.742453;37.575271;55.742396;37.575468
636321;77895;2596;161;246;220;33;Хамовники;LINESTRING (37.575468 55.742396, 37.575532 55.742378);POINT (37.5755 55.7424);myData.biz;55.742396;37.575468;55.742378;37.575532
636323;3559;118;7;11;10;1;Хамовники;LINESTRING (37.576798 55.745179, 37.576914 55.745188);POINT (37.5769 55.7452);myData.biz;55.745179;37.576798;55.745188;37.576914
636324;30713;1023;63;97;86;13;Хамовники;LINESTRING (37.576914 55.745188, 37.577882 55.745265);POINT (37.5774 55.7452);myData.biz;55.745188;37.576914;55.745265;37.577882
636325;30281;1009;62;95;85;13;Хамовники;LINESTRING (37.577882 55.745265, 37.57821 55.745291);POINT (37.578 55.7453);myData.biz;55.745265;37.577882;55.745291;37.57821
636326;37815;1260;78;119;107;16;Хамовники;LINESTRING (37.57821 55.745291, 37.579418 55.745387);POINT (37.5788 55.7453);myData.biz;55.745291;37.57821;55.745387;37.579418
636327;37815;1260;78;119;107;16;Хамовники;LINESTRING (37.579418 55.745387, 37.579694 55.745409);POINT (37.5796 55.7454);myData.biz;55.745387;37.579418;55.745409;37.579694
636328;37815;1260;78;119;107;16;Хамовники;LINESTRING (37.579694 55.745409, 37.579784 55.745414);POINT (37.5797 55.7454);myData.biz;55.745409;37.579694;55.745414;37.579784
636329;31282;1042;64;98;88;13;Хамовники;LINESTRING (37.576914 55.745188, 37.576898 55.745272);POINT (37.5769 55.7452);myData.biz;55.745188;37.576914;55.745272;37.576898
636330;2727;90;5;8;7;1;Хамовники;LINESTRING (37.576898 55.745272, 37.576996 55.745341);POINT (37.5769 55.7453);myData.biz;55.745272;37.576898;55.745341;37.576996
636331;2727;90;5;8;7;1;Хамовники;LINESTRING (37.576996 55.745341, 37.577136 55.745386);POINT (37.5771 55.7454);myData.biz;55.745341;37.576996;55.745386;37.577136
636332;2727;90;5;8;7;1;Хамовники;LINESTRING (37.577136 55.745386, 37.577831 55.745468);POINT (37.5775 55.7454);myData.biz;55.745386;37.577136;55.745468;37.577831
636333;2376;79;4;7;6;1;Хамовники;LINESTRING (37.577831 55.745468, 37.578156 55.745507);POINT (37.578 55.7455);myData.biz;55.745468;37.577831;55.745507;37.578156
636334;2597;86;5;8;7;1;Хамовники;LINESTRING (37.578156 55.745507, 37.579042 55.745582);POINT (37.5786 55.7455);myData.biz;55.745507;37.578156;55.745582;37.579042
636335;2597;86;5;8;7;1;Хамовники;LINESTRING (37.579042 55.745582, 37.579832 55.745627);POINT (37.5794 55.7456);myData.biz;55.745582;37.579042;55.745627;37.579832
636336;10482;349;21;33;29;4;Хамовники;LINESTRING (37.575811 55.739598, 37.575771 55.739544);POINT (37.5758 55.7396);myData.biz;55.739598;37.575811;55.739544;37.575771
636339;1285;42;2;3;3;0;Хамовники;LINESTRING (37.577155 55.738985, 37.576954 55.739007);POINT (37.5771 55.739);myData.biz;55.738985;37.577155;55.739007;37.576954
636340;150802;5026;312;477;427;65;Хамовники;LINESTRING (37.57642 55.739031, 37.5764 55.738975);POINT (37.5764 55.739);myData.biz;55.739031;37.57642;55.738975;37.5764
636341;150802;5026;312;477;427;65;Хамовники;LINESTRING (37.5764 55.738975, 37.576301 55.738701);POINT (37.5764 55.7388);myData.biz;55.738975;37.5764;55.738701;37.576301
636342;150802;5026;312;477;427;65;Хамовники;LINESTRING (37.576301 55.738701, 37.576233 55.738517);POINT (37.5763 55.7386);myData.biz;55.738701;37.576301;55.738517;37.576233
636343;185818;6193;384;588;526;80;Хамовники;LINESTRING (37.576233 55.738517, 37.57615 55.738294);POINT (37.5762 55.7384);myData.biz;55.738517;37.576233;55.738294;37.57615
