Identif;MonthlyPeoples;DailyPeoples;HourlyPeoples_08_22;HourlyPeoples_08_10;HourlyPeoples_17_19;HourlyPeoples_22_08;DistrictName;WKT;HeatmapPoint;Author;lat1;lon1;lat2;lon2
707100;40423;1347;83;127;114;17;Хамовники;LINESTRING (37.571009 55.720332, 37.571417 55.720165);POINT (37.5712 55.7202);myData.biz;55.720332;37.571009;55.720165;37.571417
707101;56823;1894;117;179;160;24;Хамовники;LINESTRING (37.571417 55.720165, 37.571705 55.720038);POINT (37.5716 55.7201);myData.biz;55.720165;37.571417;55.720038;37.571705
707102;65990;2199;136;208;186;28;Хамовники;LINESTRING (37.572572 55.71962, 37.572613 55.71965);POINT (37.5726 55.7196);myData.biz;55.71962;37.572572;55.71965;37.572613
707103;60028;2000;124;190;170;26;Хамовники;LINESTRING (37.572613 55.71965, 37.572902 55.719527);POINT (37.5728 55.7196);myData.biz;55.71965;37.572613;55.719527;37.572902
707105;11491;383;23;36;32;4;Хамовники;LINESTRING (37.567189 55.723235, 37.567149 55.723263);POINT (37.5672 55.7232);myData.biz;55.723235;37.567189;55.723263;37.567149
707106;11491;383;23;36;32;4;Хамовники;LINESTRING (37.567149 55.723263, 37.567138 55.723271);POINT (37.5671 55.7233);myData.biz;55.723263;37.567149;55.723271;37.567138
707107;11491;383;23;36;32;4;Хамовники;LINESTRING (37.567138 55.723271, 37.567132 55.723275);POINT (37.5671 55.7233);myData.biz;55.723271;37.567138;55.723275;37.567132
707108;11491;383;23;36;32;4;Хамовники;LINESTRING (37.567132 55.723275, 37.567075 55.723316);POINT (37.5671 55.7233);myData.biz;55.723275;37.567132;55.723316;37.567075
707110;114116;3803;236;361;323;49;Хамовники;LINESTRING (37.561905 55.722241, 37.561556 55.722165);POINT (37.5617 55.7222);myData.biz;55.722241;37.561905;55.722165;37.561556
707111;36144;1204;74;114;102;15;Хамовники;LINESTRING (37.561556 55.722165, 37.561338 55.722137);POINT (37.5614 55.7222);myData.biz;55.722165;37.561556;55.722137;37.561338
707113;17281;576;35;54;48;7;Хамовники;LINESTRING (37.593656 55.736419, 37.593768 55.736512);POINT (37.5937 55.7365);myData.biz;55.736419;37.593656;55.736512;37.593768
707114;17281;576;35;54;48;7;Хамовники;LINESTRING (37.593768 55.736512, 37.593871 55.736646);POINT (37.5938 55.7366);myData.biz;55.736512;37.593768;55.736646;37.593871
707115;12527;417;25;39;35;5;Хамовники;LINESTRING (37.591962 55.736678, 37.593618 55.736026);POINT (37.5928 55.7364);myData.biz;55.736678;37.591962;55.736026;37.593618
707116;193;6;0;0;0;0;Хамовники;LINESTRING (37.581878 55.734251, 37.582143 55.734032);POINT (37.582 55.7341);myData.biz;55.734251;37.581878;55.734032;37.582143
707117;175;5;0;0;0;0;Хамовники;LINESTRING (37.582143 55.734032, 37.58198 55.733969);POINT (37.5821 55.734);myData.biz;55.734032;37.582143;55.733969;37.58198
707120;4053;135;8;12;11;1;Хамовники;LINESTRING (37.581034 55.744271, 37.580725 55.74485);POINT (37.5809 55.7446);myData.biz;55.744271;37.581034;55.74485;37.580725
707121;55;1;0;0;0;0;Хамовники;LINESTRING (37.578237 55.740461, 37.578312 55.74045);POINT (37.5783 55.7405);myData.biz;55.740461;37.578237;55.74045;37.578312
707122;55;1;0;0;0;0;Хамовники;LINESTRING (37.578312 55.74045, 37.578272 55.740369);POINT (37.5783 55.7404);myData.biz;55.74045;37.578312;55.740369;37.578272
707123;55;1;0;0;0;0;Хамовники;LINESTRING (37.578272 55.740369, 37.578338 55.740359);POINT (37.5783 55.7404);myData.biz;55.740369;37.578272;55.740359;37.578338
707124;1351375;45045;2799;4279;3828;585;Хамовники;LINESTRING (37.580503 55.727689, 37.580796 55.727437);POINT (37.5806 55.7276);myData.biz;55.727689;37.580503;55.727437;37.580796
707125;888671;29622;1840;2814;2517;385;Хамовники;LINESTRING (37.580796 55.727437, 37.581084 55.72719);POINT (37.5809 55.7273);myData.biz;55.727437;37.580796;55.72719;37.581084
707126;224061;7468;464;709;634;97;Хамовники;LINESTRING (37.580975 55.727001, 37.580942 55.726976);POINT (37.581 55.727);myData.biz;55.727001;37.580975;55.726976;37.580942
707127;224061;7468;464;709;634;97;Хамовники;LINESTRING (37.580942 55.726976, 37.580833 55.726893);POINT (37.5809 55.7269);myData.biz;55.726976;37.580942;55.726893;37.580833
707128;224061;7468;464;709;634;97;Хамовники;LINESTRING (37.580833 55.726893, 37.580773 55.726848);POINT (37.5808 55.7269);myData.biz;55.726893;37.580833;55.726848;37.580773
707129;224061;7468;464;709;634;97;Хамовники;LINESTRING (37.580773 55.726848, 37.580787 55.72684);POINT (37.5808 55.7268);myData.biz;55.726848;37.580773;55.72684;37.580787
707130;173240;5774;358;548;490;75;Хамовники;LINESTRING (37.582671 55.727044, 37.582963 55.726926);POINT (37.5828 55.727);myData.biz;55.727044;37.582671;55.726926;37.582963
707132;10347;344;21;32;29;4;Хамовники;LINESTRING (37.57868 55.734242, 37.578072 55.734758);POINT (37.5784 55.7345);myData.biz;55.734242;37.57868;55.734758;37.578072
707133;24828;827;51;78;70;10;Хамовники;LINESTRING (37.575621 55.73292, 37.57572 55.732851);POINT (37.5757 55.7329);myData.biz;55.73292;37.575621;55.732851;37.57572
707134;8027;267;16;25;22;3;Хамовники;LINESTRING (37.575361 55.732177, 37.573251 55.73085);POINT (37.5743 55.7315);myData.biz;55.732177;37.575361;55.73085;37.573251
707140;4625;154;9;14;13;2;Хамовники;LINESTRING (37.558886 55.731462, 37.559334 55.731279);POINT (37.5591 55.7314);myData.biz;55.731462;37.558886;55.731279;37.559334
707141;4625;154;9;14;13;2;Хамовники;LINESTRING (37.559334 55.731279, 37.559414 55.731246);POINT (37.5594 55.7313);myData.biz;55.731279;37.559334;55.731246;37.559414
707142;14444;481;29;45;40;6;Хамовники;LINESTRING (37.559414 55.731246, 37.559687 55.731135);POINT (37.5596 55.7312);myData.biz;55.731246;37.559414;55.731135;37.559687
707143;14444;481;29;45;40;6;Хамовники;LINESTRING (37.559687 55.731135, 37.559958 55.731024);POINT (37.5598 55.7311);myData.biz;55.731135;37.559687;55.731024;37.559958
707144;28971;965;59;91;82;12;Хамовники;LINESTRING (37.559958 55.731024, 37.560446 55.730842);POINT (37.5602 55.7309);myData.biz;55.731024;37.559958;55.730842;37.560446
707145;3192;106;6;10;9;1;Хамовники;LINESTRING (37.557297 55.723687, 37.557283 55.72367);POINT (37.5573 55.7237);myData.biz;55.723687;37.557297;55.72367;37.557283
707147;2695;89;5;8;7;1;Хамовники;LINESTRING (37.557898 55.724885, 37.558385 55.724571);POINT (37.5581 55.7247);myData.biz;55.724885;37.557898;55.724571;37.558385
707148;2695;89;5;8;7;1;Хамовники;LINESTRING (37.558385 55.724571, 37.558544 55.724469);POINT (37.5585 55.7245);myData.biz;55.724571;37.558385;55.724469;37.558544
707149;2695;89;5;8;7;1;Хамовники;LINESTRING (37.558544 55.724469, 37.559027 55.724158);POINT (37.5588 55.7243);myData.biz;55.724469;37.558544;55.724158;37.559027
707151;1125;37;2;3;3;0;Хамовники;LINESTRING (37.56582 55.725677, 37.565912 55.725607);POINT (37.5659 55.7256);myData.biz;55.725677;37.56582;55.725607;37.565912
707152;1125;37;2;3;3;0;Хамовники;LINESTRING (37.565912 55.725607, 37.56585 55.725426);POINT (37.5659 55.7255);myData.biz;55.725607;37.565912;55.725426;37.56585
707153;1125;37;2;3;3;0;Хамовники;LINESTRING (37.56585 55.725426, 37.565773 55.725196);POINT (37.5658 55.7253);myData.biz;55.725426;37.56585;55.725196;37.565773
707155;12580;419;26;39;35;5;Хамовники;LINESTRING (37.559895 55.728756, 37.559764 55.728849);POINT (37.5598 55.7288);myData.biz;55.728756;37.559895;55.728849;37.559764
707156;12580;419;26;39;35;5;Хамовники;LINESTRING (37.559764 55.728849, 37.559316 55.72865);POINT (37.5595 55.7287);myData.biz;55.728849;37.559764;55.72865;37.559316
707157;12580;419;26;39;35;5;Хамовники;LINESTRING (37.559316 55.72865, 37.558874 55.728668);POINT (37.5591 55.7287);myData.biz;55.72865;37.559316;55.728668;37.558874
707159;8700;290;18;27;24;3;Хамовники;LINESTRING (37.557836 55.729772, 37.557889 55.729732);POINT (37.5579 55.7298);myData.biz;55.729772;37.557836;55.729732;37.557889
707161;47021;1567;97;148;133;20;Хамовники;LINESTRING (37.586194 55.723168, 37.586302 55.723267);POINT (37.5862 55.7232);myData.biz;55.723168;37.586194;55.723267;37.586302
707162;58662;1955;121;185;166;25;Хамовники;LINESTRING (37.586302 55.723267, 37.586967 55.723884);POINT (37.5866 55.7236);myData.biz;55.723267;37.586302;55.723884;37.586967
707163;37972;1265;78;120;107;16;Хамовники;LINESTRING (37.586967 55.723884, 37.587226 55.724106);POINT (37.5871 55.724);myData.biz;55.723884;37.586967;55.724106;37.587226
707164;35580;1186;73;112;100;15;Хамовники;LINESTRING (37.587226 55.724106, 37.587323 55.72419);POINT (37.5873 55.7241);myData.biz;55.724106;37.587226;55.72419;37.587323
707165;113410;3780;234;359;321;49;Хамовники;LINESTRING (37.587628 55.724458, 37.587958 55.724348);POINT (37.5878 55.7244);myData.biz;55.724458;37.587628;55.724348;37.587958
707166;106957;3565;221;338;303;46;Хамовники;LINESTRING (37.587958 55.724348, 37.58827 55.724649);POINT (37.5881 55.7245);myData.biz;55.724348;37.587958;55.724649;37.58827
707167;47228;1574;97;149;133;20;Хамовники;LINESTRING (37.58827 55.724649, 37.588302 55.724685);POINT (37.5883 55.7247);myData.biz;55.724649;37.58827;55.724685;37.588302
707168;47228;1574;97;149;133;20;Хамовники;LINESTRING (37.588302 55.724685, 37.588175 55.72479);POINT (37.5882 55.7247);myData.biz;55.724685;37.588302;55.72479;37.588175
707169;52015;1733;107;164;147;22;Хамовники;LINESTRING (37.588175 55.72479, 37.588293 55.724899);POINT (37.5882 55.7248);myData.biz;55.72479;37.588175;55.724899;37.588293
707170;50437;1681;104;159;142;21;Хамовники;LINESTRING (37.588293 55.724899, 37.588382 55.724982);POINT (37.5883 55.7249);myData.biz;55.724899;37.588293;55.724982;37.588382
707171;183061;6102;379;579;518;79;Хамовники;LINESTRING (37.588382 55.724982, 37.588627 55.725208);POINT (37.5885 55.7251);myData.biz;55.724982;37.588382;55.725208;37.588627
707172;163712;5457;339;518;463;70;Хамовники;LINESTRING (37.588627 55.725208, 37.588679 55.725254);POINT (37.5887 55.7252);myData.biz;55.725208;37.588627;55.725254;37.588679
707173;88553;2951;183;280;250;38;Хамовники;LINESTRING (37.588679 55.725254, 37.588726 55.725296);POINT (37.5887 55.7253);myData.biz;55.725254;37.588679;55.725296;37.588726
707174;34661;1155;71;109;98;15;Хамовники;LINESTRING (37.588893 55.725433, 37.588648 55.725575);POINT (37.5888 55.7255);myData.biz;55.725433;37.588893;55.725575;37.588648
707175;34661;1155;71;109;98;15;Хамовники;LINESTRING (37.588648 55.725575, 37.58777 55.726034);POINT (37.5882 55.7258);myData.biz;55.725575;37.588648;55.726034;37.58777
707176;45454;1515;94;143;128;19;Хамовники;LINESTRING (37.58777 55.726034, 37.587073 55.726376);POINT (37.5874 55.7262);myData.biz;55.726034;37.58777;55.726376;37.587073
707177;38800;1293;80;122;109;16;Хамовники;LINESTRING (37.587073 55.726376, 37.587038 55.726436);POINT (37.5871 55.7264);myData.biz;55.726376;37.587073;55.726436;37.587038
707178;38800;1293;80;122;109;16;Хамовники;LINESTRING (37.587038 55.726436, 37.587015 55.726553);POINT (37.587 55.7265);myData.biz;55.726436;37.587038;55.726553;37.587015
707179;38800;1293;80;122;109;16;Хамовники;LINESTRING (37.587015 55.726553, 37.587045 55.726615);POINT (37.587 55.7266);myData.biz;55.726553;37.587015;55.726615;37.587045
707183;565;18;1;1;1;0;Хамовники;LINESTRING (37.574931 55.728229, 37.575415 55.727883);POINT (37.5752 55.7281);myData.biz;55.728229;37.574931;55.727883;37.575415
707184;4250;141;8;13;11;1;Хамовники;LINESTRING (37.569492 55.727305, 37.569553 55.727266);POINT (37.5695 55.7273);myData.biz;55.727305;37.569492;55.727266;37.569553
707185;4250;141;8;13;11;1;Хамовники;LINESTRING (37.569553 55.727266, 37.5692 55.727088);POINT (37.5694 55.7272);myData.biz;55.727266;37.569553;55.727088;37.5692
707204;7905;263;16;24;22;3;Хамовники;LINESTRING (37.566468 55.731896, 37.566432 55.731918);POINT (37.5665 55.7319);myData.biz;55.731896;37.566468;55.731918;37.566432
707205;9656;321;19;30;27;4;Хамовники;LINESTRING (37.567248 55.732285, 37.567688 55.732503);POINT (37.5675 55.7324);myData.biz;55.732285;37.567248;55.732503;37.567688
707208;111341;3711;230;352;315;48;Хамовники;LINESTRING (37.569463 55.735564, 37.569504 55.73554);POINT (37.5695 55.7356);myData.biz;55.735564;37.569463;55.73554;37.569504
707209;111341;3711;230;352;315;48;Хамовники;LINESTRING (37.569504 55.73554, 37.569824 55.735354);POINT (37.5697 55.7354);myData.biz;55.73554;37.569504;55.735354;37.569824
707210;46393;1546;96;146;131;20;Хамовники;LINESTRING (37.569824 55.735354, 37.569982 55.735449);POINT (37.5699 55.7354);myData.biz;55.735354;37.569824;55.735449;37.569982
707211;7548;251;15;23;21;3;Хамовники;LINESTRING (37.569982 55.735449, 37.56994 55.735472);POINT (37.57 55.7355);myData.biz;55.735449;37.569982;55.735472;37.56994
707212;28548;951;59;90;80;12;Хамовники;LINESTRING (37.564271 55.732821, 37.564229 55.733028);POINT (37.5643 55.7329);myData.biz;55.732821;37.564271;55.733028;37.564229
707214;885;29;1;2;2;0;Хамовники;LINESTRING (37.560214 55.730189, 37.560189 55.730206);POINT (37.5602 55.7302);myData.biz;55.730189;37.560214;55.730206;37.560189
707216;39425;1314;81;124;111;17;Хамовники;LINESTRING (37.564216 55.733016, 37.56483 55.733577);POINT (37.5645 55.7333);myData.biz;55.733016;37.564216;55.733577;37.56483
707217;48549;1618;100;153;137;21;Хамовники;LINESTRING (37.560216 55.726494, 37.560286 55.726457);POINT (37.5603 55.7265);myData.biz;55.726494;37.560216;55.726457;37.560286
707218;26126;870;54;82;73;11;Хамовники;LINESTRING (37.561065 55.731876, 37.560254 55.732264);POINT (37.5607 55.7321);myData.biz;55.731876;37.561065;55.732264;37.560254
707221;7058;235;14;22;19;3;Хамовники;LINESTRING (37.591861 55.742708, 37.593025 55.742408);POINT (37.5924 55.7426);myData.biz;55.742708;37.591861;55.742408;37.593025
707223;18269;608;37;57;51;7;Хамовники;LINESTRING (37.571959 55.739063, 37.572569 55.739029);POINT (37.5723 55.739);myData.biz;55.739063;37.571959;55.739029;37.572569
707224;14877;495;30;47;42;6;Хамовники;LINESTRING (37.585582 55.733072, 37.586037 55.733216);POINT (37.5858 55.7331);myData.biz;55.733072;37.585582;55.733216;37.586037
707225;1894;63;3;5;5;0;Хамовники;LINESTRING (37.58604 55.73318, 37.586721 55.733391);POINT (37.5864 55.7333);myData.biz;55.73318;37.58604;55.733391;37.586721
707226;3436;114;7;10;9;1;Хамовники;LINESTRING (37.586721 55.733391, 37.586742 55.7332);POINT (37.5867 55.7333);myData.biz;55.733391;37.586721;55.7332;37.586742
707227;3436;114;7;10;9;1;Хамовники;LINESTRING (37.586742 55.7332, 37.586752 55.733102);POINT (37.5867 55.7332);myData.biz;55.7332;37.586742;55.733102;37.586752
707228;752;25;1;2;2;0;Хамовники;LINESTRING (37.58718 55.733117, 37.587075 55.732931);POINT (37.5871 55.733);myData.biz;55.733117;37.58718;55.732931;37.587075
707229;3171;105;6;9;8;1;Хамовники;LINESTRING (37.583622 55.732412, 37.583684 55.732239);POINT (37.5837 55.7323);myData.biz;55.732412;37.583622;55.732239;37.583684
707230;3171;105;6;9;8;1;Хамовники;LINESTRING (37.583684 55.732239, 37.583691 55.732219);POINT (37.5837 55.7322);myData.biz;55.732239;37.583684;55.732219;37.583691
707231;3965;132;8;12;11;1;Хамовники;LINESTRING (37.583691 55.732219, 37.583806 55.731874);POINT (37.5837 55.732);myData.biz;55.732219;37.583691;55.731874;37.583806
707232;3501;116;7;11;9;1;Хамовники;LINESTRING (37.58604 55.73318, 37.586062 55.732927);POINT (37.5861 55.7331);myData.biz;55.73318;37.58604;55.732927;37.586062
707233;3501;116;7;11;9;1;Хамовники;LINESTRING (37.586102 55.73294, 37.586096 55.732603);POINT (37.5861 55.7328);myData.biz;55.73294;37.586102;55.732603;37.586096
707234;3501;116;7;11;9;1;Хамовники;LINESTRING (37.586096 55.732603, 37.586225 55.73245);POINT (37.5862 55.7325);myData.biz;55.732603;37.586096;55.73245;37.586225
707238;168974;5632;349;535;478;73;Хамовники;LINESTRING (37.562912 55.721754, 37.562463 55.721892);POINT (37.5627 55.7218);myData.biz;55.721754;37.562912;55.721892;37.562463
707239;168974;5632;349;535;478;73;Хамовники;LINESTRING (37.562463 55.721892, 37.561825 55.722083);POINT (37.5621 55.722);myData.biz;55.721892;37.562463;55.722083;37.561825
707240;48949;1631;101;154;138;21;Хамовники;LINESTRING (37.561825 55.722083, 37.561556 55.722165);POINT (37.5617 55.7221);myData.biz;55.722083;37.561825;55.722165;37.561556
707241;126921;4230;262;401;359;54;Хамовники;LINESTRING (37.561556 55.722165, 37.559999 55.722636);POINT (37.5608 55.7224);myData.biz;55.722165;37.561556;55.722636;37.559999
707242;126921;4230;262;401;359;54;Хамовники;LINESTRING (37.559999 55.722636, 37.559918 55.722703);POINT (37.56 55.7227);myData.biz;55.722636;37.559999;55.722703;37.559918
707243;138972;4632;287;440;393;60;Хамовники;LINESTRING (37.559918 55.722703, 37.559928 55.722737);POINT (37.5599 55.7227);myData.biz;55.722703;37.559918;55.722737;37.559928
707244;130317;4343;269;412;369;56;Хамовники;LINESTRING (37.559928 55.722737, 37.559773 55.722788);POINT (37.5599 55.7228);myData.biz;55.722737;37.559928;55.722788;37.559773
707245;1501;50;3;4;4;0;Хамовники;LINESTRING (37.559773 55.722788, 37.559599 55.723021);POINT (37.5597 55.7229);myData.biz;55.722788;37.559773;55.723021;37.559599
707246;3701;123;7;11;10;1;Хамовники;LINESTRING (37.601528 55.737843, 37.601436 55.73787);POINT (37.6015 55.7379);myData.biz;55.737843;37.601528;55.73787;37.601436
707247;73759;2458;152;233;208;31;Хамовники;LINESTRING (37.602035 55.736961, 37.6015 55.737252);POINT (37.6018 55.7371);myData.biz;55.736961;37.602035;55.737252;37.6015
707248;73759;2458;152;233;208;31;Хамовники;LINESTRING (37.6015 55.737252, 37.601554 55.73728);POINT (37.6015 55.7373);myData.biz;55.737252;37.6015;55.73728;37.601554
707249;48054;1601;99;152;136;20;Хамовники;LINESTRING (37.601306 55.737409, 37.601373 55.737455);POINT (37.6013 55.7374);myData.biz;55.737409;37.601306;55.737455;37.601373
707250;48054;1601;99;152;136;20;Хамовники;LINESTRING (37.601373 55.737455, 37.601985 55.738068);POINT (37.6017 55.7378);myData.biz;55.737455;37.601373;55.738068;37.601985
707251;720;24;1;2;2;0;Хамовники;LINESTRING (37.595693 55.745746, 37.595568 55.745748);POINT (37.5956 55.7457);myData.biz;55.745746;37.595693;55.745748;37.595568
707252;26574;885;54;84;75;11;Хамовники;LINESTRING (37.592645 55.741003, 37.594063 55.741636);POINT (37.5934 55.7413);myData.biz;55.741003;37.592645;55.741636;37.594063
707254;863;28;1;2;2;0;Хамовники;LINESTRING (37.568281 55.724761, 37.56766 55.725197);POINT (37.568 55.725);myData.biz;55.724761;37.568281;55.725197;37.56766
707256;2664;88;5;8;7;1;Хамовники;LINESTRING (37.567274 55.724298, 37.567556 55.724422);POINT (37.5674 55.7244);myData.biz;55.724298;37.567274;55.724422;37.567556
707257;376;12;0;1;1;0;Хамовники;LINESTRING (37.568834 55.724264, 37.568931 55.724308);POINT (37.5689 55.7243);myData.biz;55.724264;37.568834;55.724308;37.568931
707258;376;12;0;1;1;0;Хамовники;LINESTRING (37.568931 55.724308, 37.5689 55.72433);POINT (37.5689 55.7243);myData.biz;55.724308;37.568931;55.72433;37.5689
707259;376;12;0;1;1;0;Хамовники;LINESTRING (37.5689 55.72433, 37.569036 55.724389);POINT (37.569 55.7244);myData.biz;55.72433;37.5689;55.724389;37.569036
707260;15848;528;32;50;44;6;Хамовники;LINESTRING (37.569363 55.724532, 37.570103 55.724854);POINT (37.5697 55.7247);myData.biz;55.724532;37.569363;55.724854;37.570103
707261;27496;916;56;87;77;11;Хамовники;LINESTRING (37.569558 55.728835, 37.569738 55.728936);POINT (37.5696 55.7289);myData.biz;55.728835;37.569558;55.728936;37.569738
707262;18554;618;38;58;52;8;Хамовники;LINESTRING (37.569738 55.728936, 37.570092 55.729133);POINT (37.5699 55.729);myData.biz;55.728936;37.569738;55.729133;37.570092
707263;44147;1471;91;139;125;19;Хамовники;LINESTRING (37.570092 55.729133, 37.570872 55.729569);POINT (37.5705 55.7294);myData.biz;55.729133;37.570092;55.729569;37.570872
707264;51959;1731;107;164;147;22;Хамовники;LINESTRING (37.571275 55.729428, 37.572194 55.729929);POINT (37.5717 55.7297);myData.biz;55.729428;37.571275;55.729929;37.572194
707265;34720;1157;71;109;98;15;Хамовники;LINESTRING (37.573382 55.729429, 37.573544 55.729463);POINT (37.5735 55.7294);myData.biz;55.729429;37.573382;55.729463;37.573544
707266;34720;1157;71;109;98;15;Хамовники;LINESTRING (37.573544 55.729463, 37.573682 55.729508);POINT (37.5736 55.7295);myData.biz;55.729463;37.573544;55.729508;37.573682
707267;104554;3485;216;331;296;45;Хамовники;LINESTRING (37.57943 55.724362, 37.580896 55.723731);POINT (37.5802 55.724);myData.biz;55.724362;37.57943;55.723731;37.580896
707268;39892;1329;82;126;112;17;Хамовники;LINESTRING (37.580896 55.723731, 37.581042 55.723659);POINT (37.581 55.7237);myData.biz;55.723731;37.580896;55.723659;37.581042
707269;33127;1104;68;104;93;14;Хамовники;LINESTRING (37.581842 55.72332, 37.581964 55.723267);POINT (37.5819 55.7233);myData.biz;55.72332;37.581842;55.723267;37.581964
707270;147538;4917;305;467;417;63;Хамовники;LINESTRING (37.581964 55.723267, 37.583529 55.722587);POINT (37.5827 55.7229);myData.biz;55.723267;37.581964;55.722587;37.583529
707271;28326;944;58;89;80;12;Хамовники;LINESTRING (37.577892 55.726308, 37.578047 55.726244);POINT (37.578 55.7263);myData.biz;55.726308;37.577892;55.726244;37.578047
707272;24946;831;51;78;70;10;Хамовники;LINESTRING (37.578047 55.726244, 37.578192 55.726355);POINT (37.5781 55.7263);myData.biz;55.726244;37.578047;55.726355;37.578192
707273;24946;831;51;78;70;10;Хамовники;LINESTRING (37.578192 55.726355, 37.57828 55.726422);POINT (37.5782 55.7264);myData.biz;55.726355;37.578192;55.726422;37.57828
707274;24946;831;51;78;70;10;Хамовники;LINESTRING (37.57828 55.726422, 37.579027 55.726255);POINT (37.5787 55.7263);myData.biz;55.726422;37.57828;55.726255;37.579027
707275;24946;831;51;78;70;10;Хамовники;LINESTRING (37.579027 55.726255, 37.579096 55.726296);POINT (37.5791 55.7263);myData.biz;55.726255;37.579027;55.726296;37.579096
707276;24946;831;51;78;70;10;Хамовники;LINESTRING (37.579096 55.726296, 37.579818 55.726137);POINT (37.5795 55.7262);myData.biz;55.726296;37.579096;55.726137;37.579818
707278;7167;238;14;22;20;3;Хамовники;LINESTRING (37.571349 55.734533, 37.570928 55.734343);POINT (37.5711 55.7344);myData.biz;55.734533;37.571349;55.734343;37.570928
707282;15387;512;31;48;43;6;Хамовники;LINESTRING (37.57365 55.737713, 37.573572 55.737737);POINT (37.5736 55.7377);myData.biz;55.737713;37.57365;55.737737;37.573572
707283;942;31;1;2;2;0;Хамовники;LINESTRING (37.573572 55.737737, 37.57346 55.737774);POINT (37.5735 55.7378);myData.biz;55.737737;37.573572;55.737774;37.57346
707284;2557;85;5;8;7;1;Хамовники;LINESTRING (37.57346 55.737774, 37.573544 55.737847);POINT (37.5735 55.7378);myData.biz;55.737774;37.57346;55.737847;37.573544
707285;2394;79;4;7;6;1;Хамовники;LINESTRING (37.57346 55.737774, 37.573888 55.738129);POINT (37.5737 55.738);myData.biz;55.737774;37.57346;55.738129;37.573888
707286;49535;1651;102;156;140;21;Хамовники;LINESTRING (37.56969 55.735694, 37.569753 55.735654);POINT (37.5697 55.7357);myData.biz;55.735694;37.56969;55.735654;37.569753
707287;49535;1651;102;156;140;21;Хамовники;LINESTRING (37.569753 55.735654, 37.569777 55.735559);POINT (37.5698 55.7356);myData.biz;55.735654;37.569753;55.735559;37.569777
707289;12738;424;26;40;36;5;Хамовники;LINESTRING (37.593207 55.744235, 37.593459 55.74423);POINT (37.5933 55.7442);myData.biz;55.744235;37.593207;55.74423;37.593459
707293;33361;1112;69;105;94;14;Хамовники;LINESTRING (37.594145 55.74362, 37.594998 55.743458);POINT (37.5946 55.7435);myData.biz;55.74362;37.594145;55.743458;37.594998
707328;5215;173;10;16;14;2;Хамовники;LINESTRING (37.577727 55.742142, 37.577748 55.742139);POINT (37.5777 55.7421);myData.biz;55.742142;37.577727;55.742139;37.577748
707329;5215;173;10;16;14;2;Хамовники;LINESTRING (37.577748 55.742139, 37.577939 55.742114);POINT (37.5778 55.7421);myData.biz;55.742139;37.577748;55.742114;37.577939
707330;5215;173;10;16;14;2;Хамовники;LINESTRING (37.577939 55.742114, 37.578044 55.742101);POINT (37.578 55.7421);myData.biz;55.742114;37.577939;55.742101;37.578044
707331;21315;710;44;67;60;9;Хамовники;LINESTRING (37.578044 55.742101, 37.578106 55.742246);POINT (37.5781 55.7422);myData.biz;55.742101;37.578044;55.742246;37.578106
707332;21315;710;44;67;60;9;Хамовники;LINESTRING (37.578106 55.742246, 37.578454 55.742332);POINT (37.5783 55.7423);myData.biz;55.742246;37.578106;55.742332;37.578454
707333;20708;690;42;65;58;8;Хамовники;LINESTRING (37.578454 55.742332, 37.578508 55.742471);POINT (37.5785 55.7424);myData.biz;55.742332;37.578454;55.742471;37.578508
707335;6325;210;13;19;17;2;Хамовники;LINESTRING (37.580661 55.7442, 37.580926 55.74425);POINT (37.5808 55.7442);myData.biz;55.7442;37.580661;55.74425;37.580926
707336;14172;472;29;44;40;6;Хамовники;LINESTRING (37.57365 55.737713, 37.572988 55.73711);POINT (37.5733 55.7374);myData.biz;55.737713;37.57365;55.73711;37.572988
707337;9779;325;20;30;27;4;Хамовники;LINESTRING (37.57401 55.738223, 37.573544 55.737847);POINT (37.5738 55.738);myData.biz;55.738223;37.57401;55.737847;37.573544
707338;14764;492;30;46;41;6;Хамовники;LINESTRING (37.57401 55.738223, 37.573888 55.738129);POINT (37.5739 55.7382);myData.biz;55.738223;37.57401;55.738129;37.573888
707339;9379;312;19;29;26;4;Хамовники;LINESTRING (37.592194 55.745524, 37.59256 55.745556);POINT (37.5924 55.7455);myData.biz;55.745524;37.592194;55.745556;37.59256
707340;9594;319;19;30;27;4;Хамовники;LINESTRING (37.593043 55.745943, 37.593116 55.74595);POINT (37.5931 55.7459);myData.biz;55.745943;37.593043;55.74595;37.593116
707341;8782;292;18;27;24;3;Хамовники;LINESTRING (37.593116 55.74595, 37.593098 55.746029);POINT (37.5931 55.746);myData.biz;55.74595;37.593116;55.746029;37.593098
707342;8782;292;18;27;24;3;Хамовники;LINESTRING (37.593098 55.746029, 37.593174 55.746035);POINT (37.5931 55.746);myData.biz;55.746029;37.593098;55.746035;37.593174
707343;12662;422;26;40;35;5;Хамовники;LINESTRING (37.590925 55.744865, 37.590719 55.744535);POINT (37.5908 55.7447);myData.biz;55.744865;37.590925;55.744535;37.590719
707344;11084;369;22;35;31;4;Хамовники;LINESTRING (37.591727 55.744626, 37.591714 55.744581);POINT (37.5917 55.7446);myData.biz;55.744626;37.591727;55.744581;37.591714
707345;10661;355;22;33;30;4;Хамовники;LINESTRING (37.588665 55.744421, 37.589574 55.744343);POINT (37.5891 55.7444);myData.biz;55.744421;37.588665;55.744343;37.589574
